Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8,Cluster
-0.305576885097793,-1.12519864068622,-0.269329491937224,-0.18735138057091,0.1516560004093,-0.382640889964637,-0.0635703947445796,-0.944601287860941,1
0.817243555050681,1.68901060253528,-0.108026193526642,-0.255631265797184,0.252365354266498,-0.333072123558981,-0.134747356987227,-0.286281851024221,2
15.8219501900319,-6.21708576995394,-6.82765865874606,0.00490690562502039,-3.16326128820545,2.33954310843621,-3.53191927315698,0.580003290164534,3
29.2637802931377,-9.57473563025536,-9.21380864557982,7.6566631259799,-8.81417759538292,6.41002701275491,-4.0295011527193,-0.854405693018087,4
9.55897416783681,-4.1783948289426,-5.006453982741,-5.95069235457227,2.85289049715522,-1.81324521045294,0.325559998340595,8.42432763099878,5
2.03622002184579,-1.95015235797051,-1.59823274497063,-2.87270740210118,1.64532253981753,-1.27836355438805,0.319621128016126,3.72411347071718,6
-0.368111312873936,-0.566215915275294,-0.290600170661712,0.621566296839141,-0.703331569789146,0.203870780912059,-0.295597994643835,0.594333231652918,7
-1.80660323975079,-1.05859348525891,0.202299781559248,1.44179923874185,-0.646124703475064,0.128451723570212,0.593546688958013,0.71159792872642,8
0.43789566597745,-2.27274151543681,0.753775939036228,7.14061120011625,-0.0200941075236578,-0.0159925533023575,7.58836497505957,2.01159839806353,9
0.588098996530519,-0.453218503109795,0.582799040212681,-1.17374371228257,0.444463581545985,1.93116399979273,0.970954083164069,-0.539702131961029,10
0.163494797626399,-1.71790734291309,1.36242064284197,-2.78919860866336,0.806916466600441,4.07291244793005,1.55279618424688,-0.704238124070358,11
17.3822786032072,-6.27800717832297,27.3392664307697,-1.29693437110262,-1.44284475555524,-2.76158363771458,-4.72599890265799,1.58113442368064,12
7.32206191402787,-3.5498336856412,10.9290351855822,3.15302408123812,0.468950192585162,-3.71113470433278,2.60777812017867,0.287513744863851,13
0.0902262481173892,-3.00026512155416,0.0154691756373317,13.1587309602481,23.5457790547033,7.43743166570621,-10.329302960779,1.53198900836166,14
